workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,error
60,condition1,screen_true,business,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,39,
60,condition1,nm,elena,ra,Which phone is Arthur looking at in the picture?,j,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",40,
60,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,41,
60,condition1,m,auntThanksgiving,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to spend Thanksgiving with Arthur's aunt.,42,
60,condition1,screen_underinf,conference,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for hotels for a conference out of state.,43,
60,condition1,m,beforedark,ra,Which phone is Arthur looking at in the picture?,f,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",44,
60,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,45,
60,condition1,nnm,weddingdistance,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding. They're figuring out the logistics.,46,
60,condition1,screen_underinf,event,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a venue for an event.,47,
60,condition1,mm,picnic,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",48,
60,condition1,screen_true,snow,ra,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",49,
60,condition1,m,backcountry,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend who lives in the backcountry.,50,
60,condition1,screen_true,beach,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,51,
60,condition1,m,friendsdinner,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,52,
60,condition1,screen_true,cafes,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,53,
60,condition1,nm,food,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel need to order food for an event. The manager just sent their quote.,54,
60,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,55,
60,condition1,nnm,couch,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",56,
86,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,
86,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,
86,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,
86,condition1,screen_underinf,conference,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for hotels for a conference out of state.,9,
86,condition1,m,food,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to order food for an event. The manager just sent their quote.,10,
86,condition1,screen_underinf,bars,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a new town. There are some bars nearby.,11,
86,condition1,nnm,walkinthepark,ra,Which phone is Arthur looking at in the picture?,f,Rachel would like to take a walk at the park before it gets dark. She asks Arthur for the time.,12,
86,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a venue for an event.,13,
86,condition1,nnm,hotelroom,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to book a hotel room for a night. They've considered different options.,14,
86,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to take their grandpa fishing.,15,
86,condition1,m,walk,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go for a walk. Rachel is debating whether it'd be better to grab some food before.,16,
86,condition1,screen_true,business,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,17,
86,condition1,mm,cousinsThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go visit their cousins for Thanksgiving.,18,
86,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,19,
86,condition1,mm,picnic,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",20,
86,condition1,screen_underinf,car,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking to buy a car. They have three options in mind.,21,
86,condition1,nnm,beforedark,ra,Which phone is Arthur looking at in the picture?,f,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",22,
86,condition1,screen_true,weekendhotel,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,23,
86,condition1,nm,camping,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel are out of town. They are trying to figure out a good spot for a camping trip.,24,
86,condition1,screen_true,cafes,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,25,
86,condition1,mm,friendsdinner,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,26,
86,condition1,screen_underinf,arearestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended some restaurants in the area.,27,
86,condition1,nnm,weddingcost,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a wedding.,28,
86,condition1,screen_underinf,event,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a venue for an event.,29,
86,condition1,m,auntThanksgiving,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to spend Thanksgiving with Arthur's aunt.,30,
86,condition1,screen_false,downstate,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,31,
86,condition1,m,elena,ra,Which phone is Arthur looking at in the picture?,f,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",32,
86,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,33,
86,condition1,mm,reunioncost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a friend reunion. They're considering driving there.,34,
86,condition1,screen_false,tickets,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,35,
86,condition1,nnm,movies,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go to the movies. Rachel's phone is dead and she doesn't want to lose track of time.,36,
86,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,37,
86,condition1,nnm,apples,ra,Which phone is Arthur looking at in the picture?,f,"Arthur and Rachel want to go apple picking, but they don't know much about what their area offers.",38,
86,condition1,screen_true,airbnb,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,39,
86,condition1,nm,friendshouse,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur want to drop by a friend's house. Her phone is dead, so she asks for the time.",40,
86,condition1,screen_true,backpacking,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,41,
86,condition1,m,couch,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",42,
86,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,43,
86,condition1,nm,weddingdistance,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding. They're figuring out the logistics.,44,
86,condition1,screen_true,snow,ra,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",45,
86,condition1,mm,reuniondistance,ra,Which phone is Arthur looking at in the picture?,j,Rachel has been invited to a friend reunion. She's considering driving there.,46,
86,condition1,screen_true,recipes,ra,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,47,
86,condition1,m,friendvisit,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go visit a friend and need to figure out how far she lives from where they are.,48,
86,condition1,screen_false,lake,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,49,
86,condition1,nm,planeticket,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur are looking for a one-way plane ticket.,50,
